# Population NorthSea_Spottedray	P08871,P08878,P08953
# Population Aquarium_Thornbackskate	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
546	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045960.1	57877902	0.61314	0.61314	0.00000	1.00000	1.00000	0.00000	0.35578	0.35578	0.00000
569	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045960.1	79838621	0.92046	0.92046	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
665	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045962.1	460554	0.77136	0.77136	0.00000	1.00000	1.00000	0.00000	0.88703	0.88703	0.00000
721	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045962.1	59158986	0.61290	0.61290	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
740	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045963.1	6038802	0.77782	0.77782	0.00000	1.00000	1.00000	0.00000	0.91898	0.91898	0.00000
780	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045963.1	48067031	0.89534	0.89534	0.00000	1.00000	1.00000	0.00000	0.86538	0.86538	0.00000
820	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045964.1	15774400	0.70482	0.70482	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
956	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045966.1	18630599	0.46230	0.46230	0.00000	1.00000	1.00000	0.00000	0.55039	0.55039	0.00000
1047	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045967.1	52130172	0.74234	0.74234	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1053	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045967.1	57676791	-0.04000	-0.04000	0.00000	-0.00134	-0.00134	0.00000	0.10207	0.10207	0.00000
1139	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045969.1	29547571	0.78311	0.78311	0.00000	1.00000	1.00000	0.00000	0.61003	0.61003	0.00000
1143	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045969.1	31465155	-0.21334	-0.21334	0.00000	-0.08846	-0.08846	0.00000	0.13140	0.13140	0.00000
1155	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045969.1	38414589	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.80046	0.80046	0.00000
1282	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045972.1	8597930	0.87833	0.87833	0.00000	0.93120	0.93120	0.00000	0.50216	0.50216	0.00000
1296	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045972.1	19589136	0.65401	0.65401	0.00000	0.72542	0.72542	0.00000	0.72595	0.72595	0.00000
1310	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045972.1	34459403	0.49938	0.49938	0.00000	1.00000	1.00000	0.00000	0.59298	0.59298	0.00000
1356	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045973.1	33998032	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.74432	0.74432	0.00000
1361	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045973.1	35799385	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.95175	0.95175	0.00000
1362	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045973.1	36283810	0.89382	0.89382	0.00000	1.00000	1.00000	0.00000	0.95575	0.95575	0.00000
1368	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045973.1	41877268	-0.14061	-0.14061	0.00000	-0.00776	-0.00776	0.00000	0.01644	0.01644	0.00000
1375	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045974.1	468908	0.88283	0.88283	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1403	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045974.1	22009269	0.29308	0.29308	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1446	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045975.1	16626671	0.89162	0.89162	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1454	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045975.1	22992060	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.81183	0.81183	0.00000
1472	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045975.1	35569990	0.32667	0.32667	0.00000	1.00000	1.00000	0.00000	0.65979	0.65979	0.00000
1526	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045977.1	23005581	0.93853	0.93853	0.00000	1.00000	1.00000	0.00000	0.80420	0.80420	0.00000
1537	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045977.1	31674640	-0.04348	-0.04348	0.00000	-0.00775	-0.00775	0.00000	0.28074	0.28074	0.00000
1570	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045978.1	22251683	0.97897	0.97897	0.00000	1.00000	1.00000	0.00000	0.92976	0.92976	0.00000
1588	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045978.1	29812747	0.21892	0.21892	0.00000	1.00000	1.00000	0.00000	0.74809	0.74809	0.00000
1717	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045981.1	27382893	0.49222	0.49222	0.00000	1.00000	1.00000	0.00000	0.81308	0.81308	0.00000
1752	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045982.1	19329712	0.50973	0.50973	0.00000	1.00000	1.00000	0.00000	0.79505	0.79505	0.00000
1759	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045982.1	23906648	0.69231	0.69231	0.00000	1.00000	1.00000	0.00000	0.38596	0.38596	0.00000
1783	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045983.1	13658548	0.78182	0.78182	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
1822	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045984.1	10925322	0.51842	0.51842	0.00000	0.92802	0.92802	0.00000	0.94752	0.94752	0.00000
1827	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045984.1	13582493	0.54735	0.54735	0.00000	0.92826	0.92826	0.00000	0.53448	0.53448	0.00000
1844	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045984.1	25032221	-0.15619	-0.15619	0.00000	-0.06555	-0.06555	0.00000	0.36514	0.36514	0.00000
1978	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045988.1	21982407	0.90060	0.90060	0.00000	1.00000	1.00000	0.00000	0.65033	0.65033	0.00000
2066	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045992.1	11679358	-0.29768	-0.29768	0.00000	-0.03388	-0.03388	0.00000	0.24383	0.24383	0.00000
2071	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045992.1	17603329	0.72590	0.72590	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2113	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045994.1	8320647	0.43641	0.43641	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
2138	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045996.1	13270043	0.72222	0.72222	0.00000	0.32099	0.32099	0.00000	0.09938	0.09938	0.00000
2140	NorthSea_Spottedray	Aquarium_Thornbackskate	NC_045996.1	14772406	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000
