# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Skagerrak_Thornbackskate	P08780,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
1466	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045975.1	28942445	-0.40092	-0.40092	0.00000	-0.51479	-0.51479	0.00000	0.03611	0.03611	0.00000
1472	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045975.1	35569990	-0.00144	-0.00144	0.00000	-0.04166	-0.04166	0.00000	-0.02841	-0.02841	0.00000
1484	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045976.1	13075923	-0.02540	-0.02540	0.00000	0.01965	0.01965	0.00000	0.08102	0.08102	0.00000
1537	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045977.1	31674640	0.01991	0.01991	0.00000	0.05119	0.05119	0.00000	0.01223	0.01223	0.00000
1566	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045978.1	18084024	0.00808	0.00808	0.00000	0.00049	0.00049	0.00000	0.00521	0.00521	0.00000
1570	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045978.1	22251683	0.00988	0.00988	0.00000	0.00178	0.00178	0.00000	0.07271	0.07271	0.00000
1734	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045981.1	36912157	-0.02422	-0.02422	0.00000	-0.00378	-0.00378	0.00000	-0.00822	-0.00822	0.00000
1783	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045983.1	13658548	0.00282	0.00282	0.00000	0.01006	0.01006	0.00000	0.01908	0.01908	0.00000
1844	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045984.1	25032221	-0.01546	-0.01546	0.00000	-0.00812	-0.00812	0.00000	-0.02884	-0.02884	0.00000
1887	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045986.1	15713795	-0.12857	-0.12857	0.00000	0.16667	0.16667	0.00000	0.31181	0.31181	0.00000
1966	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045988.1	9155512	1.00000	1.00000	0.00000	1.00000	1.00000	0.00000	0.09070	0.09070	0.00000
1978	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045988.1	21982407	0.00563	0.00563	0.00000	-0.00173	-0.00173	0.00000	0.00745	0.00745	0.00000
2071	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045992.1	17603329	-0.01983	-0.01983	0.00000	-0.00121	-0.00121	0.00000	-0.01791	-0.01791	0.00000
2113	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045994.1	8320647	-0.01680	-0.01680	0.00000	0.01693	0.01693	0.00000	0.00520	0.00520	0.00000
2140	NorthSea_Thornbackskate	Skagerrak_Thornbackskate	NC_045996.1	14772406	0.00548	0.00548	0.00000	0.00192	0.00192	0.00000	0.17601	0.17601	0.00000
