# Population NorthSea_Thornbackskate	P08867,P08869,P08870,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981
# Population Aquarium_Thornbackskate	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
1570	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045978.1	22251683	0.00856	0.00856	0.00000	-0.00071	-0.00071	0.00000	0.05812	0.05812	0.00000
1734	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045981.1	36912157	0.02964	0.02964	0.00000	0.00081	0.00081	0.00000	0.00009	0.00009	0.00000
1783	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045983.1	13658548	0.01512	0.01512	0.00000	0.00839	0.00839	0.00000	-0.00286	-0.00286	0.00000
1844	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045984.1	25032221	0.02256	0.02256	0.00000	0.00055	0.00055	0.00000	0.04022	0.04022	0.00000
1887	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045986.1	15713795	0.15924	0.15924	0.00000	1.00000	1.00000	0.00000	0.35826	0.35826	0.00000
1966	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045988.1	9155512	0.52941	0.52941	0.00000	0.62791	0.62791	0.00000	-0.00962	-0.00962	0.00000
1978	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045988.1	21982407	0.03348	0.03348	0.00000	0.01618	0.01618	0.00000	0.00147	0.00147	0.00000
2071	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045992.1	17603329	0.00543	0.00543	0.00000	-0.00317	-0.00317	0.00000	0.18726	0.18726	0.00000
2113	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045994.1	8320647	0.04362	0.04362	0.00000	0.13361	0.13361	0.00000	0.04208	0.04208	0.00000
2140	NorthSea_Thornbackskate	Aquarium_Thornbackskate	NC_045996.1	14772406	0.00548	0.00548	0.00000	0.00192	0.00192	0.00000	0.08651	0.08651	0.00000
