# Population Skagerrak_Thornbackskate	P08780,SR10,SR11,SR12,SR14,SR15,SR16,SR17,SR18,SR19,SR20,SR22,SR23,SR3,SR4,SR5,SR8,SR9
# Population Kattegat_Thornbackskate	P08713
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
1391	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045974.1	13690665	-0.20603	-0.20603	0.00000	-0.06038	-0.06038	0.00000	0.13889	0.13889	0.00000
1446	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	16626671	0.20416	0.20416	0.00000	0.27914	0.27914	0.00000	0.46988	0.46988	0.00000
1466	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	28942445	-1.00000	-1.00000	0.00000	0.00000	0.00000	0.00000	0.88256	0.88256	0.00000
1472	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045975.1	35569990	0.18367	0.18367	0.00000	0.70359	0.70359	0.00000	0.90164	0.90164	0.00000
1504	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045976.1	28637816	-0.22403	-0.22403	0.00000	-0.09489	-0.09489	0.00000	0.12903	0.12903	0.00000
1533	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045977.1	27046049	0.51285	0.51285	0.00000	0.89507	0.89507	0.00000	0.90894	0.90894	0.00000
1537	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045977.1	31674640	-0.12150	-0.12150	0.00000	-0.00617	-0.00617	0.00000	0.49931	0.49931	0.00000
1542	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045977.1	34344052	-0.30031	-0.30031	0.00000	-0.03177	-0.03177	0.00000	0.04297	0.04297	0.00000
1564	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045978.1	14640626	0.14798	0.14798	0.00000	0.22403	0.22403	0.00000	0.39314	0.39314	0.00000
1645	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045980.1	2331981	0.09278	0.13388	0.00000	1.00000	0.86036	0.00000	1.00000	0.94534	0.00000
1646	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045980.1	2511622	0.28284	0.19476	0.00000	0.35426	0.65351	0.00000	0.74725	0.86438	0.00000
1710	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045981.1	21724163	-0.28655	-0.28655	0.00000	-0.04220	-0.04220	0.00000	0.15301	0.15301	0.00000
1717	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045981.1	27382893	0.17260	0.17260	0.00000	0.10098	0.10098	0.00000	0.44733	0.44733	0.00000
1734	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045981.1	36912157	-0.30031	-0.30031	0.00000	-0.03177	-0.03177	0.00000	0.02326	0.02326	0.00000
1759	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045982.1	23906648	-0.14060	-0.14060	0.00000	0.14819	0.14819	0.00000	0.44762	0.44762	0.00000
1783	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045983.1	13658548	-0.24100	-0.24100	0.00000	-0.05103	-0.05103	0.00000	0.03922	0.03922	0.00000
1802	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045983.1	29909317	-0.32964	-0.32964	0.00000	-0.03198	-0.03198	0.00000	0.21053	0.21053	0.00000
1825	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045984.1	12559011	-0.33216	-0.33216	0.00000	-0.01813	-0.01813	0.00000	0.00508	0.00508	0.00000
1827	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045984.1	13582493	0.09037	0.09037	0.00000	0.08978	0.08978	0.00000	0.62121	0.62121	0.00000
1844	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045984.1	25032221	-0.27344	-0.27344	0.00000	-0.11616	-0.11616	0.00000	0.27262	0.27262	0.00000
1961	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045988.1	4176617	-0.27434	-0.27434	0.00000	-0.05024	-0.05024	0.00000	0.15612	0.15612	0.00000
1978	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045988.1	21982407	-0.31959	-0.31959	0.00000	-0.07986	-0.07986	0.00000	0.07505	0.07505	0.00000
1998	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045989.1	15443467	-0.02128	-0.02128	0.00000	-0.01408	-0.01408	0.00000	0.18797	0.18797	0.00000
2071	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045992.1	17603329	-0.29095	-0.29095	0.00000	-0.03903	-0.03903	0.00000	0.17026	0.17026	0.00000
2113	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045994.1	8320647	-0.00122	-0.00122	0.00000	0.54933	0.54933	0.00000	0.35922	0.35922	0.00000
2138	Skagerrak_Thornbackskate	Kattegat_Thornbackskate	NC_045996.1	13270043	-0.29794	-0.29794	0.00000	-0.06969	-0.06969	0.00000	0.15470	0.15470	0.00000
