# Population North_Sea	P08867,P08869,P08870,P08871,P08878,P08899,P08901,P08902,P08903,P08905,P08907,P08909,P08912,P08913,P08915,P08916,P08918,P08919,P08920,P08921,P08922,P08923,P08924,P08925,P08927,P08928,P08930,P08931,P08932,P08933,P08935,P08936,P08949,P08950,P08951,P08952,P08953,P08960,P08963,P08964,P08965,P08967,P08968,P08969,P08971,P08972,P08973,P08974,P08975,P08980,P08981,P2397507
# Population Aquarium	P2397621,P2397622,P2397623,P2397624,P2397625,P2397626,P2397627,P2397628,P2397629,P2397630,P2397631,P2397632,P2397633,P2397634,P2397635,P2397636,P2397637,P2397638
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
1734	North_Sea	Aquarium	NC_045981.1	36912157	0.02964	0.02964	0.00000	0.00081	0.00081	0.00000	-0.01166	-0.01166	0.00000
1783	North_Sea	Aquarium	NC_045983.1	13658548	-0.00015	-0.00015	0.00000	0.00531	0.00531	0.00000	-0.00552	-0.00552	0.00000
1844	North_Sea	Aquarium	NC_045984.1	25032221	0.02976	0.02976	0.00000	0.00404	0.00404	0.00000	0.03845	0.03845	0.00000
1887	North_Sea	Aquarium	NC_045986.1	15713795	0.05223	0.05223	0.00000	0.18535	0.18535	0.00000	0.27258	0.27258	0.00000
1950	North_Sea	Aquarium	NC_045987.1	22705169	-0.00743	-0.00743	0.00000	-0.00022	-0.00022	0.00000	0.19603	0.19603	0.00000
1966	North_Sea	Aquarium	NC_045988.1	9155512	0.01589	0.01589	0.00000	-0.03775	-0.03775	0.00000	0.04368	0.04368	0.00000
1978	North_Sea	Aquarium	NC_045988.1	21982407	0.06320	0.06320	0.00000	0.04506	0.04506	0.00000	0.07518	0.07518	0.00000
2071	North_Sea	Aquarium	NC_045992.1	17603329	0.03705	0.03705	0.00000	0.01108	0.01108	0.00000	0.18934	0.18934	0.00000
2106	North_Sea	Aquarium	NC_045994.1	1039960	0.07547	0.07547	0.00000	0.06156	0.06156	0.00000	0.17310	0.17310	0.00000
2113	North_Sea	Aquarium	NC_045994.1	8320647	0.04802	0.04802	0.00000	0.15366	0.15366	0.00000	0.05752	0.05752	0.00000
2140	North_Sea	Aquarium	NC_045996.1	14772406	0.05503	0.05503	0.00000	0.02282	0.02282	0.00000	0.10768	0.10768	0.00000
